gene	chr	X5SS	X3SS	strand	exon_go1	exon_go2	AFEPSI_go1	AFEPSI_go2	width	CPAbP	U1_dependent_CPAbP
ENSG00000162636	1	108560565	108606223	+	1:108560089-108560565	1:108606223-108606252	0.92479674796748	0.451219512195122	45658	Y	N
ENSG00000162650	1	109484080	109485546	+	1:109483479-109484080	1:109485546-109486610	1	1	1466	Y	N
ENSG00000162734	1	160205522	160211543	+	1:160205337-160205522	1:160211543-160211716	0.787142159555637	0.634377098211561	6021	Y	Y
ENSG00000162929	2	61066027	61115979	+	2:61065871-61066027	2:61115979-61116070	0.883620689655172	0.46551724137931	49952	Y	Y
ENSG00000163001	2	55519916	55522102	+	2:55519604-55519916	2:55522102-55522166	0.507538889843203	0.442156091326023	2186	N	N
ENSG00000163104	4	94207735	94207845	+	4:94207611-94207735	4:94207845-94208070	0.47274103322668	0.356888331567131	110	N	N
ENSG00000163249	2	207712116	207742223	+	2:207711540-207712116	2:207742223-207742342	0.744553491862483	0.425132498475681	30107	Y	N
ENSG00000163444	1	203007863	203017756	+	1:203007374-203007863	1:203017756-203017919	0.98582995951417	0.0850202429149798	9893	Y	N
ENSG00000163482	2	218672215	218672741	+	2:218672069-218672215	2:218672741-218673253	1	1	526	N	N
ENSG00000163607	3	112991350	112991352	+	3:112990984-112991350	3:112991352-112991387	0.765511255568906	0.135723312332328	2	N	N
ENSG00000163629	4	86594789	86750470	+	4:86594315-86594789	4:86750470-86750887	0.840277777777778	0.638888888888889	155681	Y	N
ENSG00000163686	3	58237916	58285197	+	3:58237532-58237916	3:58285197-58285453	0.934027777777778	0.395833333333333	47281	Y	N
ENSG00000163714	3	143001673	143043117	+	3:143001168-143001673	3:143043117-143043276	0.655074228347438	0.344925771652562	41444	Y	Y
ENSG00000163738	4	74158281	74174506	+	4:74158108-74158281	4:74174506-74174690	0.92896174863388	0.426229508196721	16225	Y	N
ENSG00000163811	2	28894923	28946450	+	2:28894667-28894923	2:28946450-28946499	0.650695634347895	0.349304365652105	51527	Y	N
ENSG00000163872	3	183697993	183775915	+	3:183697797-183697993	3:183775915-183776123	0.620384468276035	0.65880371302058	77922	Y	N
ENSG00000163904	3	185586514	185614503	+	3:185586241-185586514	3:185614503-185614740	0.47051883745808	0.52948116254192	27989	Y	Y
ENSG00000163932	3	53161428	53181701	+	3:53161120-53161428	3:53181701-53181732	0.826666666666667	0.52	20273	Y	N
ENSG00000163945	4	1347887	1348090	+	4:1347208-1347887	4:1348090-1348189	1	1	203	N	N
ENSG00000163964	3	196712644	196712671	+	3:196712358-196712644	3:196712671-196713124	0.722222222222222	1	27	N	N
ENSG00000164022	4	106321451	106331672	+	4:106316507-106321451	4:106331672-106331883	0.56203475046444	0.586329735516869	10221	Y	N
ENSG00000164023	4	107824793	107824882	+	4:107824563-107824793	4:107824882-107825253	0.260670731707317	0.828218157181572	89	N	N
ENSG00000164048	3	48241214	48256587	+	3:48241100-48241214	3:48256587-48257022	1	1	15373	Y	N
ENSG00000164053	3	48447092	48447093	+	3:48446710-48447092	3:48447093-48447522	0.745703808203808	0.352510477510477	1	N	N
ENSG00000164068	3	49689822	49699668	+	3:49689538-49689822	3:49699668-49700564	0.887096774193548	0.67741935483871	9846	Y	N
ENSG00000164105	4	173371497	173373390	+	4:173370954-173371497	4:173373390-173373515	0.877240143369176	0.736559139784946	1893	N	N
ENSG00000164163	4	145098419	145124990	+	4:145098288-145098419	4:145124990-145125101	0.496747768610567	0.503252231389433	26571	Y	N
ENSG00000164182	5	60945428	61073125	+	5:60945205-60945428	5:61073125-61073214	0.879166666666667	0.725	127697	Y	N
ENSG00000164190	5	36877178	37046109	+	5:36876769-36877178	5:37046109-37046199	0.808616023096355	0.38276795380729	168931	Y	Y
ENSG00000164209	5	110739402	110741678	+	5:110739007-110739402	5:110741678-110742089	0.462679788691733	0.643164367152423	2276	N	N
ENSG00000164244	5	127517776	127517946	+	5:127517609-127517776	5:127517946-127517999	0.985294117647059	0.0882352941176471	170	N	N
ENSG00000164284	5	149345616	149345619	+	5:149345430-149345616	5:149345619-149345825	0.695224368082243	0.304775631917757	3	N	N
ENSG00000164291	5	95555404	95582916	+	5:95555101-95555404	5:95582916-95583198	1	1	27512	Y	N
ENSG00000164292	5	95731684	95731725	+	5:95731146-95731684	5:95731725-95732751	0.0788670002084636	0.955541657980682	41	N	N
ENSG00000164306	4	184649908	184652023	+	4:184649667-184649908	4:184652023-184652100	1	1	2115	Y	N
ENSG00000164506	6	147204682	147314596	+	6:147204425-147204682	6:147314596-147314636	0.928571428571429	0.285714285714286	109914	Y	N
ENSG00000164611	5	160421891	160421904	+	5:160421855-160421891	5:160421904-160423003	0.339799806262696	0.660200193737304	13	N	N
ENSG00000164715	7	98107280	98137315	+	7:98106862-98107280	7:98137315-98137442	1	1	30035	Y	Y
ENSG00000164828	7	816673	848418	+	7:816615-816673	7:848418-848615	0.722841997632117	0.666596706490152	31745	Y	N
ENSG00000164830	8	106658185	106679210	+	8:106657668-106658185	8:106679210-106679292	0.695352564102564	0.721311475409836	21025	Y	N
ENSG00000164889	7	151059762	151060070	+	7:151059589-151059762	7:151060070-151060201	0.864915618382549	0.0371621621621622	308	N	N
ENSG00000164941	8	94823561	94842347	+	8:94823210-94823561	8:94842347-94842488	0.828014184397163	0.687943262411348	18786	Y	N
ENSG00000164975	9	15423193	15423909	+	9:15422704-15423193	9:15423909-15423986	0.155255272248907	0.844744727751092	716	N	N
ENSG00000165338	10	91410576	91491200	+	10:91410285-91410576	10:91491200-91491307	1	1	80624	Y	Y
ENSG00000165416	13	52652958	52661475	+	13:52652709-52652958	13:52661475-52661570	0.618213089425071	0.320441988950276	8517	Y	N
ENSG00000165630	10	13587152	13600244	+	10:13586939-13587152	10:13600244-13600348	0.701654846335697	0.71725768321513	13092	Y	N
ENSG00000165637	10	75210938	75211034	+	10:75210751-75210938	10:75211034-75211189	0.321130567832561	0.678869432167439	96	N	N
ENSG00000165685	12	10170851	10172279	+	12:10170542-10170851	12:10172279-10172418	1	1	1428	N	N
ENSG00000165704	X	134460338	134460351	+	X:134460165-134460338	X:134460351-134460535	0.606065615470538	0.393934384529462	13	N	N
ENSG00000165732	10	68956312	68956440	+	10:68956170-68956312	10:68956440-68956748	0.979742099177801	0.0475842540253511	128	Y	N
ENSG00000165801	14	21070399	21076774	+	14:21070273-21070399	14:21076774-21076890	1	1	6375	Y	N
ENSG00000165806	10	113679349	113679669	+	10:113679162-113679349	10:113679669-113679978	0.484372347423818	0.515627652576182	320	N	N
ENSG00000165915	11	47408662	47410066	+	11:47408584-47408662	11:47410066-47410395	1	1	1404	N	N
ENSG00000166004	11	93661774	93695497	+	11:93661682-93661774	11:93695497-93695673	0.789288668320926	0.511166253101737	33723	Y	Y
ENSG00000166033	10	122462124	122510096	+	10:122461553-122462124	10:122510096-122510153	0.727051083591331	0.65766253869969	47972	Y	N
ENSG00000166123	16	46884467	46884694	+	16:46884362-46884467	16:46884694-46885331	0.136842105263158	0.97719298245614	227	N	N
ENSG00000166140	15	40807868	40808121	+	15:40807086-40807868	15:40808121-40809458	1	1	253	Y	N
ENSG00000166224	10	70816126	70816811	+	10:70815948-70816126	10:70816811-70816880	0.586143877910676	0.710550528007031	685	N	N
ENSG00000166226	12	69585524	69597968	+	12:69585426-69585524	12:69597968-69598071	0.496713099464432	0.503286900535568	12444	Y	N
ENSG00000166263	17	54968815	54985614	+	17:54968727-54968815	17:54985614-54985691	1	1	16799	Y	Y
ENSG00000166452	11	8911671	8912453	+	11:8911139-8911671	11:8912453-8912533	0.859042553191489	0.563829787234043	782	N	N
ENSG00000166532	12	8681818	8697922	+	12:8681600-8681818	12:8697922-8698297	0.774256848897881	0.225743151102119	16104	Y	Y
ENSG00000166716	15	84748664	84798315	+	15:84748592-84748664	15:84798315-84798474	0.895161290322581	0.629032258064516	49651	Y	Y
ENSG00000166780	16	15434759	15583156	+	16:15434475-15434759	16:15583156-15583238	0.746666666666667	0.76	148397	Y	N
ENSG00000166833	11	19713962	20022838	+	11:19712837-19713962	11:20022838-20023132	0.41520124020124	0.698435123435123	308876	Y	N
ENSG00000166949	15	67066360	67125716	+	15:67065602-67066360	15:67125716-67125984	0.925732600732601	0.174725274725275	59356	Y	N
ENSG00000166965	15	90954948	90955382	+	15:90954870-90954948	15:90955382-90955883	0.838571428571429	0.394285714285714	434	N	N
ENSG00000166986	12	57488199	57488212	+	12:57487937-57488199	12:57488212-57488661	0.745849995999219	0.254150004000781	13	N	N
ENSG00000167182	17	47896337	47897815	+	17:47896150-47896337	17:47897815-47897927	0.939655172413793	0.241379310344828	1478	Y	Y
ENSG00000167196	15	75904103	75904125	+	15:75903876-75904103	15:75904125-75904252	0.773689406201383	0.122464439952463	22	N	N
ENSG00000167257	11	117232726	117232736	+	11:117232625-117232726	11:117232736-117232775	0.764041514041514	0.471916971916972	10	N	N
ENSG00000167258	17	39463117	39551038	+	17:39461486-39463117	17:39551038-39551142	0.987823439878234	0.0730593607305936	87921	Y	N
ENSG00000167380	19	44165142	44165155	+	19:44165073-44165142	19:44165155-44165246	0.482758620689655	0.758620689655172	13	N	N
ENSG00000167460	19	16076697	16086294	+	19:16076439-16076697	19:16086294-16086540	0.342000070580733	0.791690964518752	9597	Y	N
ENSG00000167468	19	1104127	1104415	+	19:1103926-1104127	19:1104415-1104929	0.920519978211567	0.0794800217884331	288	N	N
ENSG00000167491	19	19386138	19405794	+	19:19385826-19386138	19:19405794-19406019	0.297112996772289	0.702887003227711	19656	Y	N
ENSG00000167535	12	48815728	48818386	+	12:48814893-48815728	12:48818386-48818974	0.529840848806366	0.550618921308576	2658	Y	N
ENSG00000167601	19	41219477	41243616	+	19:41219223-41219477	19:41243616-41243864	0.533842170437915	0.711528199932455	24139	Y	Y
ENSG00000167635	19	36215196	36218122	+	19:36214602-36215196	19:36218122-36218195	0.924036281179138	0.45578231292517	2926	Y	N
ENSG00000167670	19	4402814	4423806	+	19:4402640-4402814	19:4423806-4423874	0.539583902689814	0.460416097310186	20992	Y	Y
ENSG00000167674	19	4472422	4498306	+	19:4472297-4472422	19:4498306-4498376	0.929319371727749	0.424083769633508	25884	Y	Y
ENSG00000167779	12	53098051	53100712	+	12:53097436-53098051	12:53100712-53100857	0.192771084337349	0.951807228915663	2661	N	N
ENSG00000167978	16	2752854	2756334	+	16:2752626-2752854	16:2756334-2756606	0.302754799659201	0.935906107468229	3480	Y	N
ENSG00000168077	8	27634207	27649702	+	8:27633868-27634207	8:27649702-27649800	0.335823728579809	0.798703589324903	15495	Y	N
ENSG00000168137	3	9397977	9436850	+	3:9397615-9397977	3:9436850-9436888	0.978205128205128	0.130769230769231	38873	Y	Y
ENSG00000168172	8	42897188	42906173	+	8:42896946-42897188	8:42906173-42906258	0.879385964912281	0.723684210526316	8985	Y	N
ENSG00000168214	4	26321048	26424631	+	4:26320563-26321048	4:26424631-26424994	0.743715107144051	0.728671480627152	103583	Y	Y
ENSG00000168275	1	234373678	234373683	+	1:234373456-234373678	1:234373683-234374389	0.177886183041806	0.822113816958194	5	N	N
ENSG00000168283	10	22321696	22325657	+	10:22321099-22321696	10:22325657-22325728	0.815999093909293	0.184000906090707	3961	Y	N
ENSG00000168301	3	58492169	58497773	+	3:58492096-58492169	3:58497773-58498782	1	1	5604	N	N
ENSG00000168385	2	241315610	241315861	+	2:241315100-241315610	2:241315861-241315982	0.195533021566527	0.66788203785605	251	N	N
ENSG00000168395	2	241688062	241702035	+	2:241687085-241688062	2:241702035-241702102	0.361111111111111	0.909722222222222	13973	Y	N
ENSG00000168397	2	241637724	241637729	+	2:241637213-241637724	2:241637729-241637760	0.51227082043505	0.48772917956495	5	N	N
ENSG00000168439	11	64186270	64186303	+	11:64186115-64186270	11:64186303-64186521	0.951123533289084	0.0488764667109159	33	N	N
ENSG00000168488	16	28823558	28824138	+	16:28823035-28823558	16:28824138-28824661	0.828259691285991	0.171740308714009	580	N	N
ENSG00000168495	8	22245220	22245235	+	8:22245133-22245220	8:22245235-22245614	0.717460317460317	1	15	N	N
ENSG00000168556	4	183505367	183506082	+	4:183505058-183505367	4:183506082-183506318	0.902725681420355	0.280570142535634	715	N	N
ENSG00000168710	1	109985543	110004131	+	1:109984765-109985543	1:110004131-110004451	0.894681307025712	0.105318692974288	18588	Y	N
ENSG00000168724	5	34929916	34929977	+	5:34929559-34929916	5:34929977-34930361	0.94598520389751	0.10802959220498	61	N	N
ENSG00000168872	16	70347048	70355485	+	16:70346861-70347048	16:70355485-70355843	0.461338818026694	0.538661181973306	8437	Y	N
ENSG00000169139	8	48008571	48041747	+	8:48008415-48008571	8:48041747-48043181	0.470569304384821	0.7936150927783	33176	Y	Y
ENSG00000169288	4	77863013	77906946	+	4:77862830-77863013	4:77906946-77907210	0.962264150943396	0.226415094339623	43933	Y	N
ENSG00000169499	8	38901445	38901798	+	8:38901235-38901445	8:38901798-38902069	0.326248790596708	0.226042001284934	353	N	N
ENSG00000169683	17	82023863	82027674	+	17:82023305-82023863	17:82027674-82027751	0.817567567567568	0.432432432432432	3811	Y	N
ENSG00000169756	2	108534594	108672880	+	2:108534355-108534594	2:108672880-108673953	0.838799884534892	0.389514324889947	138286	Y	N
ENSG00000169764	2	63841232	63841710	+	2:63840940-63841232	2:63841710-63842204	0.760410554039634	0.239589445960366	478	N	N
ENSG00000169914	1	19882734	19906432	+	1:19882395-19882734	1:19906432-19906616	0.779781420765027	0.680874316939891	23698	Y	N
ENSG00000170004	17	7885083	7889664	+	17:7884796-7885083	17:7889664-7889776	0.234223663273761	0.258461538461538	4581	Y	N
ENSG00000170089	5	177875860	177882369	+	5:177875522-177875860	5:177882369-177882530	0.816549527783879	0.312596090489787	6509	N	N
ENSG00000170242	11	11842224	11873800	+	11:11841423-11842224	11:11873800-11873859	0.893753781004235	0.249773139745917	31576	Y	Y
ENSG00000170248	3	33798937	33798940	+	3:33798571-33798937	3:33798940-33799538	0.729425491360238	0.270574508639762	3	N	N
ENSG00000170291	17	7252082	7252201	+	17:7252024-7252082	17:7252201-7252596	0.152941176470588	0.974509803921569	119	N	N
ENSG00000170315	17	16381184	16381290	+	17:16381091-16381184	17:16381290-16381679	0.998077137750938	0.00624740567494719	106	N	N
ENSG00000170365	4	145482038	145514438	+	4:145481853-145482038	4:145514438-145515013	1	1	32400	Y	N
ENSG00000170390	4	150079448	150221677	+	4:150078445-150079448	4:150221677-150221785	0.797619047619048	0.607142857142857	142229	Y	N
ENSG00000170485	2	100820414	100904733	+	2:100820139-100820414	2:100904733-100904786	0.4	1	84319	Y	N
ENSG00000170502	4	87423012	87451589	+	4:87422573-87423012	4:87451589-87451735	0.893333333333333	0.64	28577	Y	N
ENSG00000170525	10	6145013	6202866	+	10:6144934-6145013	10:6202866-6203336	0.690695415695416	0.309304584304584	57853	Y	Y
ENSG00000170606	5	133052357	133092700	+	5:133052013-133052357	5:133092700-133092789	0.630743258757899	0.491701858577453	40343	Y	N
ENSG00000170634	2	53971321	54115403	+	2:53970838-53971321	2:54115403-54115756	0.346938775510204	0.942176870748299	144082	Y	Y
ENSG00000170638	22	50186001	50190598	+	22:50185915-50186001	22:50190598-50190648	0.963568376068376	0.0881410256410256	4597	Y	N
ENSG00000170836	17	60600886	60656599	+	17:60600183-60600886	17:60656599-60656841	0.895604395604396	0.417582417582418	55713	Y	Y
ENSG00000170860	3	14178881	14181560	+	3:14178817-14178881	3:14181560-14181670	0.562244843377307	0.742467255674027	2679	Y	N
ENSG00000170871	4	6782841	6824185	+	4:6782642-6782841	4:6824185-6824684	0.877358490566038	0.735849056603774	41344	Y	Y
ENSG00000170906	19	54103188	54109082	+	19:54102728-54103188	19:54109082-54109257	0.994645247657296	0.0321285140562249	5894	Y	N
ENSG00000171132	2	45652448	46073437	+	2:45651345-45652448	2:46073437-46073998	0.29290780141844	0.875768321513002	420989	Y	N
ENSG00000171206	10	102645187	102656106	+	10:102642310-102645187	10:102656106-102656137	0.91921470342523	0.250459482038429	10919	Y	N
ENSG00000171262	15	38454232	38464032	+	15:38454127-38454232	15:38464032-38464177	0.871069182389937	0.773584905660377	9800	Y	N
ENSG00000171316	8	60679082	60679564	+	8:60678740-60679082	8:60679564-60679791	0.365651930131575	0.0523809523809524	482	N	N
ENSG00000171320	8	27774607	27775497	+	8:27774554-27774607	8:27775497-27775567	0.693717700258398	0.612564599483204	890	N	N
ENSG00000171425	19	55641183	55643649	+	19:55641031-55641183	19:55643649-55643774	0.204500716183345	0.795499283816655	2466	Y	N
ENSG00000171456	20	32358832	32358966	+	20:32358330-32358832	20:32358966-32359851	0.496377343695126	0.0449826989619377	134	N	N
ENSG00000171492	1	89821291	89843423	+	1:89821014-89821291	1:89843423-89843782	0.806910569105691	0.886178861788618	22132	Y	N
ENSG00000171503	4	158672490	158698987	+	4:158672125-158672490	4:158698987-158699130	0.861702127659574	0.553191489361702	26497	Y	N
ENSG00000171604	5	139648845	139648925	+	5:139648349-139648845	5:139648925-139649009	0.809640522875817	0.446078431372549	80	N	N
ENSG00000171606	19	58184846	58185474	+	19:58183029-58184846	19:58185474-58186176	1	1	628	Y	N
ENSG00000171681	12	14365827	14456561	+	12:14365632-14365827	12:14456561-14456634	0.769582341607163	0.542723563413805	90734	Y	Y
ENSG00000171792	12	2877282	2885162	+	12:2877199-2877282	12:2885162-2885534	0.815625	0.7375	7880	Y	N
ENSG00000171793	1	40979829	40980108	+	1:40979688-40979829	1:40980108-40980561	0.98322430424659	0.0464131278412241	279	N	N
ENSG00000171858	20	62387136	62387297	+	20:62387103-62387136	20:62387297-62387388	0.293147944717629	0.706852055282371	161	N	N
ENSG00000171862	10	87866081	87925513	+	10:87863625-87866081	10:87925513-87925557	1	1	59432	Y	N
ENSG00000171867	20	4686512	4686543	+	20:4686350-4686512	20:4686543-4686736	0.977083333333333	0.1375	31	N	N
ENSG00000171928	17	18781305	18781314	+	17:18781111-18781305	17:18781314-18782549	0.153946304291971	0.173691878755251	9	N	N
ENSG00000171943	1	121185124	121284803	+	1:121184975-121185124	1:121284803-121284995	0.144813691976563	0.434389140271493	99679	Y	N
ENSG00000172175	18	58671852	58714083	+	18:58671465-58671852	18:58714083-58714109	0.85297157622739	0.355555555555556	42231	Y	N
ENSG00000172262	5	43067786	43120883	+	5:43067581-43067786	5:43120883-43121123	0.409380861800217	0.679328815619138	53097	Y	Y
ENSG00000172270	19	571579	572572	+	19:571277-571579	19:572572-572701	0.00412264417503545	0.998492694532981	993	Y	N
ENSG00000172273	11	119121639	119129860	+	11:119121580-119121639	11:119129860-119132573	0.663461538461538	0.673076923076923	8221	Y	Y
ENSG00000172336	7	100706304	100706336	+	7:100706121-100706304	7:100706336-100706396	0.915588161442171	0.0844118385578288	32	N	N
ENSG00000172366	16	642043	642451	+	16:641828-642043	16:642451-643144	0.882310491967871	0.19761859939759	408	N	N
ENSG00000172493	4	86935240	86936410	+	4:86935002-86935240	4:86936410-86936481	0.443385706145141	0.348636885498608	1170	N	N
